CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PES,RSP,FXM,PT_MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,16,MICHOACAN,2,PURUANDIRO,72,PURUANDIRO,1641,2,6,181,38,27,46,19,78,27,1,4,0,2,0,0,2,431,0,20,451,1101
,16,MICHOACAN,2,PURUANDIRO,72,PURUANDIRO,1642,1,1,51,8,20,13,6,37,3,0,2,2,3,0,1,2,149,0,15,164,487
,16,MICHOACAN,2,PURUANDIRO,72,PURUANDIRO,1643,1,2,65,6,3,2,7,2,7,1,1,1,1,0,0,0,98,0,9,107,676
,16,MICHOACAN,2,PURUANDIRO,72,PURUANDIRO,1644,1,6,38,42,23,11,19,59,16,2,2,1,2,0,0,0,221,0,14,235,679
,16,MICHOACAN,2,PURUANDIRO,72,PURUANDIRO,1645,2,15,30,18,20,22,21,75,5,1,2,3,2,0,0,0,214,0,22,236,796
,16,MICHOACAN,2,PURUANDIRO,72,PURUANDIRO,1646,3,13,128,66,70,34,82,122,34,2,1,4,3,2,0,2,563,0,70,633,1531
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,7,APORO,132,2,71,70,66,62,67,103,308,39,19,86,3,8,1,0,0,903,0,34,937,1228
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,7,APORO,133,2,38,67,42,27,44,113,256,28,10,95,3,4,1,0,0,728,0,23,751,985
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,7,APORO,134,1,7,14,6,8,4,47,42,10,0,23,0,1,0,0,0,162,0,14,176,259
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,7,APORO,135,1,25,30,12,18,15,95,70,14,8,31,3,6,1,0,0,328,0,8,336,402
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,286,3,48,686,169,43,46,23,304,15,3,7,9,3,3,0,0,1359,0,24,1383,2148
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,287,2,19,185,107,14,12,6,152,3,3,2,11,3,3,0,1,521,0,12,533,850
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,288,5,69,946,362,90,64,55,548,19,7,24,19,20,5,2,0,2230,1,57,2288,3468
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,289,1,2,149,38,15,19,4,123,1,2,2,1,0,1,0,0,357,0,11,368,592
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,290,3,19,196,154,32,43,4,119,2,2,2,16,2,19,0,0,610,0,35,645,947
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,291,2,2,157,76,9,15,4,61,5,2,2,2,7,4,3,2,351,2,19,372,998
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,292,3,8,247,198,44,51,14,522,6,6,1,17,3,2,3,2,1124,2,34,1160,1795
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,293,5,57,658,465,45,24,20,406,11,9,1,15,7,7,0,2,1727,0,56,1783,3027
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,294,4,20,409,385,56,12,13,381,4,6,6,17,8,3,1,0,1321,0,52,1373,2691
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,295,3,9,312,370,21,33,30,147,7,4,5,15,0,1,1,1,956,1,38,995,1879
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,296,2,7,285,133,8,7,14,179,1,2,1,5,2,0,0,8,652,0,22,674,1466
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,297,5,24,784,809,77,56,24,420,7,6,15,11,3,1,1,1,2239,0,73,2312,3248
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,17,CONTEPEC,298,2,7,112,254,25,24,9,227,4,0,9,10,1,0,0,1,683,0,38,721,944
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,446,2,341,162,51,36,24,16,216,7,1,1,135,2,2,0,3,997,0,18,1015,1269
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,447,2,196,138,21,10,17,30,61,6,3,2,0,0,0,1,2,487,0,24,511,1262
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,448,2,176,146,13,6,24,22,84,7,3,1,0,0,1,0,5,488,0,24,512,989
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,449,2,181,122,18,5,95,7,80,10,4,2,0,0,0,0,0,524,0,19,543,940
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,450,2,143,115,21,5,55,11,69,15,1,2,0,1,0,0,0,438,0,8,446,872
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,451,2,170,117,17,1,24,11,116,4,3,0,1,1,0,0,0,465,0,20,485,865
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,452,1,104,120,16,0,32,1,141,6,1,0,0,0,0,0,0,421,0,8,429,662
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,453,1,112,95,45,7,29,7,156,5,3,0,5,0,1,0,5,470,0,11,481,687
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,454,2,292,202,79,5,68,6,112,14,3,5,0,3,1,0,5,795,0,26,821,1348
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,455,3,274,142,133,9,50,15,278,11,4,2,3,3,1,0,1,926,1,38,965,1613
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,31,EPITACIO HUERTA,456,2,218,201,80,6,31,12,175,5,1,3,2,0,0,3,3,740,0,20,760,1272
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,885,4,109,50,146,32,100,25,374,10,13,28,22,26,2,1,1,939,0,42,981,2348
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,886,3,72,39,120,40,88,31,491,14,9,34,20,16,1,2,3,980,0,21,1001,1831
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,887,3,50,61,158,14,72,11,259,8,19,22,13,12,0,0,1,700,0,21,721,1519
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,888,3,47,34,123,20,86,11,289,4,7,16,12,13,1,1,0,664,0,31,695,1602
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,889,2,66,38,83,18,36,11,230,7,3,21,11,9,1,0,0,534,0,16,550,1100
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,890,2,63,42,84,14,70,19,261,8,2,27,12,22,1,3,1,629,0,15,644,1272
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,891,3,44,43,166,34,126,19,383,18,5,24,26,20,2,3,2,915,1,23,939,2156
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,892,3,45,36,88,19,65,15,295,9,9,27,14,8,1,1,0,632,1,23,656,1598
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,893,2,50,40,72,14,30,9,249,15,5,23,16,10,1,1,0,535,2,8,545,1003
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,894,4,61,74,173,35,65,15,475,11,9,16,30,25,0,1,3,993,1,40,1034,1998
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,895,4,52,58,220,25,69,22,418,16,18,24,13,15,1,0,1,952,0,34,986,2471
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,896,2,37,46,97,17,50,19,305,11,0,19,20,11,2,0,0,634,0,28,662,1422
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,897,2,25,16,92,27,56,11,327,9,6,11,14,14,1,0,1,610,1,23,634,1394
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,898,5,38,53,228,26,96,15,347,9,4,32,17,25,0,0,2,892,0,41,933,3268
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,899,3,28,34,172,13,106,12,274,7,4,13,13,11,1,1,2,691,0,31,722,2132
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,900,2,25,28,79,22,78,17,266,9,3,10,10,8,1,0,0,556,0,33,589,1439
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,901,3,34,45,241,25,61,16,265,4,8,27,12,14,0,3,4,759,2,20,781,1886
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,902,2,9,8,32,4,47,5,65,3,2,0,1,0,0,1,0,177,0,8,185,796
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,903,4,42,31,217,10,100,23,331,5,14,16,5,14,1,1,2,812,1,31,844,2654
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,904,2,37,24,109,27,57,14,210,7,1,6,9,16,0,0,0,517,0,18,535,1352
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,905,2,53,32,60,14,33,5,147,3,5,10,3,6,0,1,0,372,0,18,390,1226
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,906,2,13,10,60,25,19,2,141,2,9,9,11,8,1,1,0,311,0,20,331,983
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,907,2,4,25,65,7,9,3,83,1,0,5,1,6,0,1,2,212,0,12,224,361
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,908,3,9,27,120,15,36,5,143,2,2,3,1,4,0,2,1,370,0,15,385,1709
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,909,2,19,30,198,14,43,7,217,5,8,7,9,13,1,2,1,574,0,12,586,1315
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,910,2,124,10,107,17,27,8,290,6,4,6,12,7,3,2,3,626,0,18,644,1434
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,911,2,39,27,157,11,42,11,161,6,13,2,0,11,1,0,2,483,0,13,496,1299
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,912,5,21,41,247,9,20,6,176,3,3,8,8,12,2,0,2,558,0,18,576,3393
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,913,1,5,9,21,8,2,2,57,1,0,0,0,0,0,0,0,105,0,2,107,331
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,914,4,35,46,214,16,51,19,334,7,14,24,13,7,0,3,2,785,0,33,818,2376
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,915,2,10,28,132,11,8,6,120,3,0,12,8,9,2,0,4,353,0,12,365,1031
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,916,3,44,73,183,23,27,7,226,4,15,5,9,14,0,0,8,638,0,31,669,1485
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,917,2,16,31,105,8,7,6,102,3,3,1,6,4,1,2,0,295,0,16,311,792
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,918,1,20,13,102,2,8,5,71,0,3,7,0,0,0,0,0,231,0,17,248,526
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,919,3,12,30,238,73,28,8,195,3,1,7,10,25,1,3,2,636,0,31,667,1511
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,920,2,19,20,192,7,55,4,67,6,0,2,0,7,0,5,1,385,0,22,407,956
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,921,2,10,27,72,10,23,2,28,1,0,10,4,8,0,0,0,195,0,14,209,518
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,922,4,42,32,198,19,54,15,203,3,4,25,7,10,0,1,0,613,0,33,646,1887
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,923,2,16,19,348,9,12,5,152,3,0,6,7,22,0,0,2,601,0,16,617,1308
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,924,3,81,38,294,23,21,7,162,4,8,9,10,13,1,6,0,677,0,27,704,1519
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,925,1,6,21,121,7,15,2,111,0,0,3,2,2,0,1,1,292,0,12,304,746
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,926,2,20,36,151,11,13,3,56,0,2,1,3,7,0,3,0,306,0,19,325,778
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,927,1,12,26,42,4,4,4,23,1,1,7,0,7,1,0,1,133,0,7,140,314
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,52,MARAVATIO,928,3,35,52,213,27,96,8,264,1,4,7,10,32,0,0,0,749,0,21,770,1639
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1821,2,34,166,104,54,47,64,313,9,2,16,14,2,13,2,0,840,0,17,857,1371
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1822,3,42,168,116,90,90,76,273,5,5,11,204,182,6,1,0,1269,0,33,1302,2070
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1823,2,29,193,28,55,43,10,193,2,0,3,16,3,10,0,1,586,0,8,594,808
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1824,3,29,153,111,63,45,9,315,4,2,4,22,6,6,1,2,772,0,38,810,1538
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1825,4,24,269,377,43,48,54,464,40,10,8,27,10,13,2,1,1390,0,49,1439,2717
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1826,2,11,103,98,20,17,14,156,3,1,1,7,0,1,1,1,434,0,20,454,950
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1827,2,16,124,92,44,18,27,347,13,6,6,28,3,9,0,1,734,0,19,753,1392
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1828,4,65,254,280,107,110,31,408,23,8,12,3,6,5,0,1,1313,0,49,1362,2327
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1829,2,10,47,32,12,37,5,71,4,2,4,5,0,0,0,0,229,0,21,250,856
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1830,2,12,127,51,35,43,20,186,5,3,8,1,1,4,0,0,496,1,20,517,837
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,81,SENGUIO,1831,2,6,92,66,17,19,6,176,3,2,3,10,0,4,1,0,405,0,12,417,875
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2025,3,77,135,175,67,233,95,332,25,3,19,8,12,2,0,0,1183,0,40,1223,1809
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2026,2,91,116,156,26,99,67,203,15,2,35,10,5,1,0,0,826,0,33,859,1300
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2027,2,14,22,42,14,149,57,80,25,1,4,5,2,0,0,0,415,0,9,424,850
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2028,2,52,67,56,14,118,46,163,26,0,9,2,0,2,0,0,555,0,25,580,887
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2029,3,54,88,294,20,387,80,134,115,2,24,0,0,5,1,1,1205,0,27,1232,2065
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2030,2,32,48,350,21,154,46,196,18,4,11,6,8,1,2,0,897,0,30,927,1263
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2031,3,45,106,180,32,227,182,229,20,2,24,3,8,0,0,1,1059,1,25,1085,1510
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2032,2,27,26,44,15,160,89,102,22,2,3,2,2,1,0,0,495,0,26,521,829
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2033,4,74,115,397,48,479,196,323,46,5,46,9,12,0,3,0,1753,0,49,1802,2920
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2034,3,29,106,274,12,237,95,196,36,2,18,6,7,0,0,0,1018,0,32,1050,1846
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2035,2,23,31,94,23,148,43,128,17,0,9,4,1,0,0,0,521,0,27,548,910
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2036,1,10,20,62,4,43,45,49,6,1,2,0,5,0,0,0,247,0,12,259,413
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2037,3,22,50,215,24,230,66,141,23,2,5,1,3,1,1,0,784,1,44,829,1515
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2038,3,35,52,240,24,281,106,147,20,0,5,4,4,0,0,0,918,0,33,951,1778
,16,MICHOACAN,3,MARAVATIO DE OCAMPO,94,TLALPUJAHUA,2039,1,11,24,51,6,43,37,54,3,0,1,0,4,0,0,0,234,0,11,245,370
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,11,BRISEÑAS,184,2,44,97,69,33,65,107,153,13,16,31,1,8,1,0,1,639,0,7,646,947
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,11,BRISEÑAS,185,3,63,108,109,63,66,205,266,17,63,71,10,13,0,0,0,1054,0,30,1084,1690
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,11,BRISEÑAS,186,1,16,47,45,14,7,95,109,47,7,26,0,0,0,0,0,413,0,13,426,671
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,11,BRISEÑAS,187,1,15,32,58,19,24,95,130,58,33,16,0,0,0,0,0,480,0,10,490,712
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,11,BRISEÑAS,188,2,19,45,58,48,14,120,164,217,19,73,2,2,60,0,0,841,0,16,857,1346
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,11,BRISEÑAS,189,2,13,74,159,14,8,221,90,23,8,30,0,12,0,1,1,654,0,18,672,1006
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,726,2,40,24,60,23,47,50,218,10,4,5,6,12,1,0,0,500,0,13,513,977
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,727,4,70,89,114,53,93,174,503,16,7,14,16,38,2,2,0,1191,1,51,1243,2542
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,728,3,91,88,63,41,63,56,389,13,1,22,17,23,0,1,0,868,1,22,891,1528
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,729,2,48,81,63,11,34,39,264,7,1,9,11,12,0,0,0,580,0,12,592,1096
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,730,1,35,49,34,8,28,31,141,2,3,7,3,13,0,0,0,354,0,13,367,737
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,731,2,29,44,35,16,22,50,137,5,2,11,3,8,0,0,0,362,0,15,377,842
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,732,1,15,21,27,7,32,29,111,7,1,2,0,6,1,0,2,261,0,12,273,551
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,733,3,38,62,102,29,91,154,292,14,2,11,7,17,2,0,0,821,0,37,858,1745
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,734,2,77,88,60,34,38,61,253,7,4,8,14,20,1,0,1,666,0,12,678,1165
,16,MICHOACAN,4,JIQUILPAN DE JUAREZ,45,JIQUILPAN,735,2,40,65,66,18,36,33,172,9,3,11,1,10,1,1,1,467,0,12,479,862
